oc1,oc2,appel_2nde,loisir_2nde,loisir_1ere,comment
LE POULIGUEN,LA BAULE ESCOUBLAC,,1.6,3.8,
LE POULIGUEN,LE CREUSOT MONTCEAU MONTCHANIN,,107,140,
LE POULIGUEN,LE CROISIC,,2.9,5.4,
LE POULIGUEN,LILLE EUROPE,25,108,140,
LE POULIGUEN,LYON PART DIEU,25,113,150,
LE POULIGUEN,LYON PERRACHE,25,113,150,
LE POULIGUEN,LYON ST EXUPERY,25,113,150,
LE POULIGUEN,MARNE LA VALLEE CHESSY,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LE POULIGUEN,NANTES,,18,26,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LE POULIGUEN,PARIS MONTPARNASSE 1 ET 2,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LE POULIGUEN,SABLE,,39,55,
LE POULIGUEN,ST NAZAIRE,,6.7,10.5,
LE POULIGUEN,ST PIERRE DES CORPS,,46,67,
LE POULIGUEN,TGV HAUTE PICARDIE,,98,124,
LE TEIL,AGDE,,39,57,
LE TEIL,HYERES,15,47,68,
LE TEIL,LE CREUSOT MONTCEAU MONTCHANIN,20,51,75,
LE TEIL,LYON PART DIEU,,35,47,
LE TEIL,LYON PERRACHE,,35,47,
LE TEIL,LYON ST EXUPERY,,35,47,
LE TEIL,MARSEILLE BLANCARDE,,36,51,
LE TEIL,MARSEILLE ST CHARLES,,36,51,
LE TEIL,MIRAMAS,,30,43,
LE TEIL,MONTPELLIER,,34,48,
LE TEIL,NARBONNE,15,45,66,
LE TEIL,ORANGE,,12.6,18.5,
LE TEIL,PARIS GARE DE LYON,25,105,144,
LE TEIL,PARIS NORD,25,105,144,
LE TEIL,PERPIGNAN,20,52,78,
LE TEIL,SETE,,37,52,
LE TEIL,TOULON,15,44,65,
LE TEIL,VALENCE,,11.3,17,
LE TEIL,VILLENEUVE LES AVIGNONS,,17.5,24,
LENS,ST OMER,,16,23,
LEPIN LE LAC LA BAUCHE,AIME LA PLAGNE,,21,31,
LEPIN LE LAC LA BAUCHE,ALBERTVILLE,,20.5,31,
LEPIN LE LAC LA BAUCHE,BOURG ST MAURICE,,21,31,
LEPIN LE LAC LA BAUCHE,CLUSES  74,,24,36,
LEPIN LE LAC LA BAUCHE,DOUAI,30,125,192,
LEPIN LE LAC LA BAUCHE,LANDRY,,21,31,
LEPIN LE LAC LA BAUCHE,LILLE EUROPE,30,125,192,
LEPIN LE LAC LA BAUCHE,MOUTIERS SALINS BRIDES,,21,31,
LEPIN LE LAC LA BAUCHE,ROUEN RIVE DROITE,,121,160,
LEPIN LE LAC LA BAUCHE,SALLANCHES COMBLOUX MEGEVE,,24,36,
LEPIN LE LAC LA BAUCHE,ST GERVAIS LES BAINS LE FAYET,,24,36,
LES ARCS DRAGUIGNAN,ST RAPHAEL VALESCURE,,8.2,13,
LES ARCS DRAGUIGNAN,VENTIMIGLIA STAZIONE,,24,36,
LES ARCS DRAGUIGNAN,VENTIMIGLIA STAZIONE  (IT),,24,36,
LES AUBRAIS ORLEANS,AEROPORT CDG 2 TGV ROISSY,,48,63,
LES AUBRAIS ORLEANS,BLOIS,,13.7,20,
LES AUBRAIS ORLEANS,LA SOUTERRAINE,,38,57,
LES AUBRAIS ORLEANS,LILLE EUROPE,25,88,111,
LES AUBRAIS ORLEANS,MARNE LA VALLEE CHESSY,,44,55,
LES AUBRAIS ORLEANS,ST PIERRE DES CORPS,,23.5,35,
LES AUBRAIS ORLEANS,VIERZON VILLE,,18.5,26.5,
LES SABLES D'OLONNE , PARIS MONTPARNASSE 1 ET 2,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
LES SABLES D'OLONNE,LA ROCHE SUR YON,,10.6,14.2,
LES SABLES D'OLONNE,NANTES,,22,34,
LES SABLES D'OLONNE,PARIS MONTPARNASSE 1 ET 2,25,85,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LES SABLES D'OLONNE,SABLE,,42,62,
LIBOURNE , ST PIERRE DES CORPS,20,53,78,Tarifs applicables aux circulations à partir du 2 juillet 2017
LIBOURNE,MONTAUBAN VILLE BOURBON,15,41,60,
LIBOURNE,ST PIERRE DES CORPS,20,50,74,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LIBOURNE,TARBES,20,52,76,
LIBOURNE,TOULOUSE MATABIAU,15,47,69,
LILLE EUROPE , AURAY,25,122,161,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , LIBOURNE,25,130,172,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , LORIENT,25,122,161,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , QUIMPER,25,131,169,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , REDON,25,113,144,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , RENNES,25,113,144,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , ROSPORDEN,25,131,169,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , ST MALO,25,116,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE , VANNES,25,121,160,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE EUROPE,AEROPORT CDG 2 TGV ROISSY,15,63,82,
LILLE EUROPE,AGDE,30,150,188,
LILLE EUROPE,AIME LA PLAGNE,25,127,167,
LILLE EUROPE,AIX LES BAINS LE REVARD,25,127,167,
LILLE EUROPE,ALBERTVILLE,25,127,167,
LILLE EUROPE,ANNECY,25,127,168,
LILLE EUROPE,ANNEMASSE,,127,167,
LILLE EUROPE,ANTIBES,30,155,196,
LILLE EUROPE,ARRAS,,13.7,20,
LILLE EUROPE,AURAY,25,114,150,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,BAYONNE,30,144,174,
LILLE EUROPE,BELFORT,MONTBELIARD TGV,20,129,166,
LILLE EUROPE,BELLEGARDE,25,127,167,
LILLE EUROPE,BESANCON FRANCHE,COMTE TGV,20,120,155,
LILLE EUROPE,BETHUNE,,13.6,20,
LILLE EUROPE,BOURG ST MAURICE,25,127,167,
LILLE EUROPE,CALAIS FRETHUN,,26,39,
LILLE EUROPE,DOUAI,,9.6,14.3,
LILLE EUROPE,ECOLE VALENTIN,,120,155,
LILLE EUROPE,FUTUROSCOPE,25,109,143,
LILLE EUROPE,LA ROCHE SUR FORON,,127,167,
LILLE EUROPE,LA ROCHELLE VILLE,25,122,155,
LILLE EUROPE,LA SOUTERRAINE,25,114,144,
LILLE EUROPE,LE CREUSOT MONTCEAU MONTCHANIN,25,111,142,
LILLE EUROPE,LENS,,10.6,15.5,
LILLE EUROPE,LES ARCS DRAGUIGNAN,30,155,196,
LILLE EUROPE,LIBOURNE,25,130,171,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,LORIENT,25,114,150,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,LYON PART DIEU,25,116,154,
LILLE EUROPE,LYON PERRACHE,25,116,154,
LILLE EUROPE,MARMANDE,30,144,174,
LILLE EUROPE,MARNE LA VALLEE CHESSY,15,63,82,
LILLE EUROPE,MARSEILLE ST CHARLES,30,144,184,
LILLE EUROPE,MASSY PALAISEAU,15,63,82,
LILLE EUROPE,MONTAUBAN VILLE BOURBON,30,144,174,
LILLE EUROPE,MONTPELLIER,30,144,184,
LILLE EUROPE,MORLAIX,25,125,161,
LILLE EUROPE,MOUCHARD,25,113,139,
LILLE EUROPE,MOUTIERS SALINS BRIDES,25,127,167,
LILLE EUROPE,NANTES,25,108,137,
LILLE EUROPE,NARBONNE,30,150,188,
LILLE EUROPE,NICE VILLE,30,155,196,
LILLE EUROPE,NIORT,25,118,149,
LILLE EUROPE,PARIS NORD,15,63,82,
LILLE EUROPE,PERPIGNAN,30,150,188,
LILLE EUROPE,POITIERS,25,109,143,
LILLE EUROPE,QUIMPER,25,125,161,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,REDON,25,108,137,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,RENNES,25,108,137,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,ROSPORDEN,25,125,161,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,SALLANCHES COMBLOUX MEGEVE,,127,167,
LILLE EUROPE,SAVENAY,,108,137,
LILLE EUROPE,SAVERNE,25,123,148,
LILLE EUROPE,SETE,30,150,188,
LILLE EUROPE,ST BRIEUC,25,119,153,
LILLE EUROPE,ST GERVAIS LES BAINS LE FAYET,25,127,167,
LILLE EUROPE,ST JEAN DE LUZ CIBOURE,30,144,174,
LILLE EUROPE,ST MALO,25,110,140,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,ST MICHEL VALLOIRE,,127,167,
LILLE EUROPE,ST NAZAIRE,25,108,140,
LILLE EUROPE,ST PIERRE DES CORPS,25,101,134,
LILLE EUROPE,ST RAPHAEL VALESCURE,30,155,196,
LILLE EUROPE,TGV HAUTE PICARDIE,,22.5,33,
LILLE EUROPE,TOULON,30,155,196,
LILLE EUROPE,TOULOUSE MATABIAU,30,150,188,
LILLE EUROPE,VALENCE,25,127,159,
LILLE EUROPE,VALENCE TGV,25,127,159,
LILLE EUROPE,VANNES,25,114,150,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE EUROPE,VIERZON VILLE,25,97,123,
LILLE FLANDRES , ANGOULEME,25,120,156,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , AURAY,25,122,161,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , BORDEAUX ST JEAN,25,134,177,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , LIBOURNE,25,130,172,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , LORIENT,25,122,161,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , QUIMPER,25,131,169,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , QUIMPERLE,25,131,169,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , REDON,25,113,144,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , RENNES,25,113,144,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , ROSPORDEN,25,131,169,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , ST MALO,25,116,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES , VANNES,25,121,160,Tarifs applicables aux circulations à partir du 2 juillet 2017
LILLE FLANDRES,AEROPORT CDG 2 TGV ROISSY,15,63,82,
LILLE FLANDRES,AGDE,30,150,188,
LILLE FLANDRES,AGEN,30,144,174,
LILLE FLANDRES,AIME LA PLAGNE,25,127,167,
LILLE FLANDRES,AIX EN PROVENCE TGV,30,144,184,
LILLE FLANDRES,AIX LES BAINS LE REVARD,25,127,167,
LILLE FLANDRES,ALBERTVILLE,25,127,167,
LILLE FLANDRES,ANGOULEME,25,119,155,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE FLANDRES,ANNECY,25,127,168,
LILLE FLANDRES,ANNEMASSE,25,127,167,
LILLE FLANDRES,ANTIBES,30,155,196,
LILLE FLANDRES,ARRAS,,13.7,20,
LILLE FLANDRES,AVIGNON,,144,180,
LILLE FLANDRES,AVIGNON TGV,30,144,180,
LILLE FLANDRES,BAYONNE,30,144,174,
LILLE FLANDRES,BELFORT,MONTBELIARD TGV,20,129,166,
LILLE FLANDRES,BELLEGARDE,25,127,167,
LILLE FLANDRES,BESANCON FRANCHE,COMTE TGV,20,120,155,
LILLE FLANDRES,BEZIERS,30,150,188,
LILLE FLANDRES,BIARRITZ,30,144,174,
LILLE FLANDRES,BORDEAUX ST JEAN,25,130,171,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE FLANDRES,BOULOGNE VILLE,,32,47,
LILLE FLANDRES,BOURG ST MAURICE,25,127,167,
LILLE FLANDRES,BREST,,125,161,
LILLE FLANDRES,BRIVE LA GAILLARDE,25,130,163,
LILLE FLANDRES,CALAIS VILLE,,26,39,
LILLE FLANDRES,CANNES,30,155,196,
LILLE FLANDRES,CARCASSONNE,30,150,188,
LILLE FLANDRES,CHAMBERY CHALLES LES EAUX,25,127,167,
LILLE FLANDRES,CHAMPAGNE ARDENNE,20,80,96,
LILLE FLANDRES,CHATEAUROUX,25,105,132,
LILLE FLANDRES,CLUSES  74,25,127,167,
LILLE FLANDRES,CROIX WASQUEHAL,,2.9,6.1,
LILLE FLANDRES,DOUAI,,9.6,14.3,
LILLE FLANDRES,ECOLE VALENTIN,,120,155,
LILLE FLANDRES,FUTUROSCOPE,25,109,143,
LILLE FLANDRES,GRENOBLE,25,127,167,
LILLE FLANDRES,GUINGAMP,,119,153,
LILLE FLANDRES,HENDAYE,30,144,174,
LILLE FLANDRES,JUVISY TGV,15,63,82,
LILLE FLANDRES,LA ROCHE SUR FORON,25,127,167,
LILLE FLANDRES,LA SOUTERRAINE,25,114,144,
LILLE FLANDRES,LAMBALLE,,119,153,
LILLE FLANDRES,LANDRY,25,127,167,
LILLE FLANDRES,LE CREUSOT MONTCEAU MONTCHANIN,25,111,142,
LILLE FLANDRES,LE MANS,25,92,115,
LILLE FLANDRES,LES ARCS DRAGUIGNAN,,155,196,
LILLE FLANDRES,LES AUBRAIS ORLEANS,25,88,111,
LILLE FLANDRES,LIBOURNE,25,130,171,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE FLANDRES,LIMOGES BENEDICTINS,25,119,149,
LILLE FLANDRES,LORRAINE TGV,25,102,122,
LILLE FLANDRES,LYON PART DIEU,25,116,154,
LILLE FLANDRES,LYON PERRACHE,25,116,154,
LILLE FLANDRES,LYON ST EXUPERY,25,116,154,
LILLE FLANDRES,MARNE LA VALLEE CHESSY,15,63,82,
LILLE FLANDRES,MARSEILLE ST CHARLES,30,144,184,
LILLE FLANDRES,MASSY TGV,15,63,82,
LILLE FLANDRES,MODANE,,127,167,
LILLE FLANDRES,MONTAUBAN VILLE BOURBON,30,144,174,
LILLE FLANDRES,MONTBARD,25,102,121,
LILLE FLANDRES,MONTPELLIER,30,144,184,
LILLE FLANDRES,MORLAIX,,125,161,
LILLE FLANDRES,MOUTIERS SALINS BRIDES,25,127,167,
LILLE FLANDRES,MULHOUSE VILLE,20,136,175,
LILLE FLANDRES,NANCY VILLE,25,102,122,
LILLE FLANDRES,NANTES,25,108,137,
LILLE FLANDRES,NARBONNE,30,150,188,
LILLE FLANDRES,NICE VILLE,30,155,196,
LILLE FLANDRES,NIMES,30,144,184,
LILLE FLANDRES,NIORT,25,118,149,
LILLE FLANDRES,PARIS NORD,15,63,82,
LILLE FLANDRES,PERPIGNAN,30,150,188,
LILLE FLANDRES,POITIERS,25,109,143,
LILLE FLANDRES,RENNES,25,108,137,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE FLANDRES,ROUBAIX,,3.7,7,
LILLE FLANDRES,SALLANCHES COMBLOUX MEGEVE,25,127,167,
LILLE FLANDRES,SETE,30,150,188,
LILLE FLANDRES,ST AVRE LA CHAMBRE,,127,167,
LILLE FLANDRES,ST BRIEUC,,119,153,
LILLE FLANDRES,ST GERVAIS LES BAINS LE FAYET,25,127,167,
LILLE FLANDRES,ST JEAN DE LUZ CIBOURE,30,144,174,
LILLE FLANDRES,ST JEAN DE MAURIENNE ARVAN,,127,167,
LILLE FLANDRES,ST MALO,25,110,140,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LILLE FLANDRES,ST MICHEL VALLOIRE,,127,167,
LILLE FLANDRES,ST PIERRE DES CORPS,25,101,134,
LILLE FLANDRES,ST RAPHAEL VALESCURE,30,155,196,
LILLE FLANDRES,STRASBOURG,25,132,152,
LILLE FLANDRES,TGV HAUTE PICARDIE,,22.5,33,
LILLE FLANDRES,TOULON,30,155,196,
LILLE FLANDRES,TOULOUSE MATABIAU,30,150,188,
LILLE FLANDRES,TOURCOING,,4.3,7.7,
LILLE FLANDRES,TOURS,,101,134,
LILLE FLANDRES,VALENCE,,127,159,
LILLE FLANDRES,VALENCE TGV,25,127,159,
LILLE FLANDRES,VENDOME VILLIERS SUR LOIR,25,101,134,
LILLE FLANDRES,VIERZON VILLE,25,97,123,
LIMOGES BENEDICTINS,AEROPORT CDG 2 TGV ROISSY,25,88,111,
LIMOGES BENEDICTINS,BRIVE LA GAILLARDE,,21,32,
LIMOGES BENEDICTINS,CHATEAUROUX,,26.5,41,
LIMOGES BENEDICTINS,JUVISY,20,62,90,
LIMOGES BENEDICTINS,JUVISY TGV,20,62,90,
LIMOGES BENEDICTINS,LA SOUTERRAINE,,14.7,21.5,
LIMOGES BENEDICTINS,LES AUBRAIS ORLEANS,15,46,70,
LIMOGES BENEDICTINS,LILLE EUROPE,25,119,149,
LIMOGES BENEDICTINS,MARNE LA VALLEE CHESSY,25,88,111,
LIMOGES BENEDICTINS,VIERZON VILLE,15,36,53,
LISON,AIME LA PLAGNE,25,125,165,
LISON,ALBERTVILLE,25,125,165,
LISON,BERNAY,,26,39,
LISON,BOURG ST MAURICE,25,125,165,
LISON,LISIEUX,,22,32,
LISON,MASSY PALAISEAU,20,52,86,
LISON,MOUTIERS SALINS BRIDES,25,125,165,
LONS LE SAUNIER,MONTBELIARD,,30,44,
LORIENT , AEROPORT CDG2 TGV ROISSY,20,100,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORIENT , ARRAS,25,116,153,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORIENT , DOUAI,25,116,153,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORIENT , MARNE LA VALLEE CHESSY,20,100,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORIENT , PARIS MONTPARNASSE 1 ET 2,20,100,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORIENT , TGV HAUTE PICARDIE,25,106,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORIENT,AEROPORT CDG 2 TGV ROISSY,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORIENT,AIME LA PLAGNE,30,137,179,
LORIENT,AIX LES BAINS LE REVARD,30,137,179,
LORIENT,ALBERTVILLE,30,137,179,
LORIENT,ANNECY,30,137,179,
LORIENT,ANNEMASSE,30,137,179,
LORIENT,ARRAS,25,114,150,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORIENT,AURAY,,9.6,14.3,
LORIENT,BOURG ST MAURICE,30,137,179,
LORIENT,DOUAI,25,114,150,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORIENT,MARNE LA VALLEE CHESSY,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORIENT,MOUTIERS SALINS BRIDES,30,137,179,
LORIENT,NANTES,,35,49,
LORIENT,PARIS MONTPARNASSE 1 ET 2,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORIENT,QUIMPER,,14.8,22,
LORIENT,REDON,,22.5,33,
LORIENT,RENNES,,34,48,
LORIENT,ROSPORDEN,,11.5,17.5,
LORIENT,SALLANCHES COMBLOUX MEGEVE,30,137,179,
LORIENT,ST GERVAIS LES BAINS LE FAYET,30,137,179,
LORIENT,ST MICHEL VALLOIRE,,137,179,
LORIENT,TGV HAUTE PICARDIE,25,106,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORIENT,VANNES,,12.6,18.5,
LORIENT,VITRE,,38,54,
LORRAINE TGV , FUTUROSCOPE,25,116,154,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORRAINE TGV , NANTES,25,121,159,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORRAINE TGV , POITIERS,25,116,154,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORRAINE TGV , RENNES,25,132,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
LORRAINE TGV,AEROPORT CDG 2 TGV ROISSY,20,77,110,
LORRAINE TGV,ARRAS,25,102,122,
LORRAINE TGV,DOUAI,25,102,122,
LORRAINE TGV,FUTUROSCOPE,25,112,149,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORRAINE TGV,LIBOURNE,30,141,185,
LORRAINE TGV,LILLE EUROPE,25,102,122,
LORRAINE TGV,MARNE LA VALLEE CHESSY,20,77,110,
LORRAINE TGV,NANTES,25,121,158,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORRAINE TGV,PARIS EST,20,77,110,
LORRAINE TGV,POITIERS,25,112,149,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORRAINE TGV,RENNES,25,121,158,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LORRAINE TGV,ROUEN RIVE DROITE,20,85,118,
LORRAINE TGV,SAVERNE,,31,42,
LORRAINE TGV,ST PIERRE DES CORPS,25,106,140,
LORRAINE TGV,TGV HAUTE PICARDIE,25,95,115,
LORRAINE TGV,VENDOME VILLIERS SUR LOIR,25,106,140,
LOURDES , PARIS MONTPARNASSE 1 ET 2,25,128,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
LOURDES,CHATELLERAULT,,73,105,
LOURDES,FUTUROSCOPE,25,73,105,
LOURDES,LIBOURNE,15,49,73,
LOURDES,MORCENX,,25,37,
LOURDES,PARIS AUSTERLITZ,25,118,156,
LOURDES,PARIS MONTPARNASSE 1 ET 2,25,118,156,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LOURDES,POITIERS,25,73,105,
LOURDES,ST PIERRE DES CORPS,25,82,119,
LOURDES,TARBES,,6.6,10,
LUNEVILLE,PARIS EST,20,82,118,
LUNEVILLE,SARREBOURG,,11.4,17.5,
LUNEVILLE,SAVERNE,,17.5,25.5,
LUNEVILLE,ST DIE,,12.6,19,
LYON PART DIEU , RENNES,25,113,149,Tarifs applicables aux circulations à partir du 2 juillet 2017
LYON PART DIEU , ST PIERRE DES CORPS,25,97,135,Tarifs applicables aux circulations à partir du 2 juillet 2017
LYON PART DIEU,AEROPORT CDG 2 TGV ROISSY,25,97,133,
LYON PART DIEU,AGDE,20,70,95,
LYON PART DIEU,AIME LA PLAGNE,,44,64,
LYON PART DIEU,AIX LES BAINS LE REVARD,,24.5,37,
LYON PART DIEU,ALBERTVILLE,,36,51,
LYON PART DIEU,ANNECY,,24.5,37,
LYON PART DIEU,ANNEMASSE,,33,47,
LYON PART DIEU,ANTIBES,25,86,121,
LYON PART DIEU,ARRAS,25,116,154,
LYON PART DIEU,BEAUNE,,31,45,
LYON PART DIEU,BELFORT,MONTBELIARD TGV,15,67,85,
LYON PART DIEU,BELLEGARDE,,27,40,
LYON PART DIEU,BESANCON FRANCHE,COMTE TGV,15,51,68,
LYON PART DIEU,BOURG EN BRESSE,,17.5,27.5,
LYON PART DIEU,BOURG ST MAURICE,,46,67,
LYON PART DIEU,CHALON SUR SAONE,,27.5,41,
LYON PART DIEU,CHATELLERAULT,25,96,135,
LYON PART DIEU,DOUAI,25,116,154,
LYON PART DIEU,ECOLE VALENTIN,,51,68,
LYON PART DIEU,EVIAN LES BAINS,,40,57,
LYON PART DIEU,FUTUROSCOPE,25,96,135,
LYON PART DIEU,LE CREUSOT MONTCEAU MONTCHANIN,,33,47,
LYON PART DIEU,LES ARCS DRAGUIGNAN,20,80,109,
LYON PART DIEU,LONS LE SAUNIER,,26.5,44,
LYON PART DIEU,MACON LOCHE TGV,,18.5,26,
LYON PART DIEU,MANTES LA JOLIE,25,97,133,
LYON PART DIEU,MARNE LA VALLEE CHESSY,25,97,133,
LYON PART DIEU,MARSEILLE ST CHARLES,20,67,89,
LYON PART DIEU,MASSY PALAISEAU,25,97,133,
LYON PART DIEU,MELUN,25,81,110,
LYON PART DIEU,MIRAMAS,,58,79,
LYON PART DIEU,MONTAUBAN VILLE BOURBON,25,103,139,
LYON PART DIEU,MONTBELIARD,15,46,68,
LYON PART DIEU,MONTELIMAR,,35,47,
LYON PART DIEU,MONTPELLIER,20,65,86,
LYON PART DIEU,MORLAIX,30,133,172,
LYON PART DIEU,MOUCHARD,,24.5,36,
LYON PART DIEU,MOUTIERS SALINS BRIDES,,41,60,
LYON PART DIEU,NANTES,25,108,143,
LYON PART DIEU,NARBONNE,20,74,101,
LYON PART DIEU,NEUFCHATEAU,20,54,87,
LYON PART DIEU,NICE VILLE,25,86,121,
LYON PART DIEU,ORANGE,,41,58,
LYON PART DIEU,PARIS GARE DE LYON,25,97,133,
LYON PART DIEU,PARIS NORD,25,97,133,
LYON PART DIEU,PERPIGNAN,20,77,106,
LYON PART DIEU,POITIERS,25,96,135,
LYON PART DIEU,RENNES,25,108,143,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LYON PART DIEU,ROUEN RIVE DROITE,25,97,133,
LYON PART DIEU,SENS,20,78,107,
LYON PART DIEU,SETE,20,70,93,
LYON PART DIEU,ST BRIEUC,25,122,156,
LYON PART DIEU,ST NAZAIRE,25,109,145,
LYON PART DIEU,ST PIERRE DES CORPS,25,95,132,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LYON PART DIEU,ST RAPHAEL VALESCURE,25,86,121,
LYON PART DIEU,TGV HAUTE PICARDIE,25,106,146,
LYON PART DIEU,THONON LES BAINS,,39,55,
LYON PART DIEU,TOUL,20,63,100,
LYON PART DIEU,TOULON,20,72,101,
LYON PART DIEU,TOULOUSE MATABIAU,25,86,122,
LYON PART DIEU,VALENCE,,30,38,
LYON PART DIEU,VALENCE TGV,,30,38,
LYON PERRACHE , RENNES,25,113,149,Tarifs applicables aux circulations à partir du 2 juillet 2017
LYON PERRACHE , ST PIERRE DES CORPS,25,97,135,Tarifs applicables aux circulations à partir du 2 juillet 2017
LYON PERRACHE,AEROPORT CDG 2 TGV ROISSY,25,97,133,
LYON PERRACHE,AGDE,20,70,95,
LYON PERRACHE,AIX LES BAINS LE REVARD,,25,37,
LYON PERRACHE,ANNECY,,24.5,37,
LYON PERRACHE,ANNEMASSE,,33,47,
LYON PERRACHE,ANTIBES,25,86,121,
LYON PERRACHE,ARRAS,25,116,154,
LYON PERRACHE,BEAUNE,,31,45,
LYON PERRACHE,BELFORT,MONTBELIARD TGV,15,67,85,
LYON PERRACHE,BELLEGARDE,,27,40,
LYON PERRACHE,BESANCON FRANCHE,COMTE TGV,15,51,68,
LYON PERRACHE,CHALON SUR SAONE,,27.5,41,
LYON PERRACHE,CHATELLERAULT,25,96,135,
LYON PERRACHE,DOUAI,25,116,154,
LYON PERRACHE,ECOLE VALENTIN,,51,68,
LYON PERRACHE,EVIAN LES BAINS,,40,57,
LYON PERRACHE,FUTUROSCOPE,25,96,135,
LYON PERRACHE,LE CREUSOT MONTCEAU MONTCHANIN,,33,47,
LYON PERRACHE,LES ARCS DRAGUIGNAN,20,80,109,
LYON PERRACHE,MACON LOCHE TGV,,18.5,26,
LYON PERRACHE,MANTES LA JOLIE,25,97,133,
LYON PERRACHE,MARNE LA VALLEE CHESSY,25,97,133,
LYON PERRACHE,MARSEILLE ST CHARLES,20,67,89,
LYON PERRACHE,MASSY PALAISEAU,25,97,133,
LYON PERRACHE,MELUN,25,81,110,
LYON PERRACHE,MIRAMAS,,58,79,
LYON PERRACHE,MONTBELIARD,,37,52,
LYON PERRACHE,MONTELIMAR,,35,47,
LYON PERRACHE,MONTPELLIER,20,65,86,
LYON PERRACHE,MORLAIX,30,133,172,
LYON PERRACHE,NANTES,25,108,143,
LYON PERRACHE,NARBONNE,20,74,101,
LYON PERRACHE,NICE VILLE,25,86,121,
LYON PERRACHE,ORANGE,,41,58,
