oc1,oc2,appel_2nde,loisir_2nde,loisir_1ere,comment
LYON PERRACHE,PARIS GARE DE LYON,25,97,133,
LYON PERRACHE,PARIS NORD,25,97,133,
LYON PERRACHE,PERPIGNAN,20,77,106,
LYON PERRACHE,POITIERS,25,96,135,
LYON PERRACHE,RENNES,25,108,143,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LYON PERRACHE,ROUEN RIVE DROITE,25,97,133,
LYON PERRACHE,SENS,20,78,107,
LYON PERRACHE,SETE,20,70,93,
LYON PERRACHE,ST BRIEUC,25,122,156,
LYON PERRACHE,ST NAZAIRE,25,109,145,
LYON PERRACHE,ST PIERRE DES CORPS,25,95,132,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LYON PERRACHE,ST RAPHAEL VALESCURE,25,86,121,
LYON PERRACHE,TGV HAUTE PICARDIE,25,106,146,
LYON PERRACHE,THONON LES BAINS,,39,55,
LYON PERRACHE,TOULON,20,72,101,
LYON PERRACHE,TOULOUSE MATABIAU,25,86,122,
LYON PERRACHE,VALENCE,,30,38,
LYON PERRACHE,VALENCE TGV,,30,38,
LYON ST EXUPERY,AEROPORT CDG 2 TGV ROISSY,25,97,133,
LYON ST EXUPERY,AGDE,20,70,95,
LYON ST EXUPERY,AIME LA PLAGNE,,42,63,
LYON ST EXUPERY,AIX LES BAINS LE REVARD,,25.5,42,
LYON ST EXUPERY,ALBERTVILLE,,35,63,
LYON ST EXUPERY,ANNECY,,28.5,42,
LYON ST EXUPERY,ANNEMASSE,,33,47,
LYON ST EXUPERY,ANTIBES,25,86,121,
LYON ST EXUPERY,ARRAS,25,116,154,
LYON ST EXUPERY,BEAUNE,,31,45,
LYON ST EXUPERY,BELFORT,MONTBELIARD TGV,15,67,85,
LYON ST EXUPERY,BELLEGARDE,,27,40,
LYON ST EXUPERY,BESANCON FRANCHE,COMTE TGV,15,51,68,
LYON ST EXUPERY,BOURG EN BRESSE,,17.5,27.5,
LYON ST EXUPERY,BOURG ST MAURICE,,44,66,
LYON ST EXUPERY,CHALON SUR SAONE,,27.5,41,
LYON ST EXUPERY,CHATELLERAULT,25,96,135,
LYON ST EXUPERY,DOUAI,25,116,154,
LYON ST EXUPERY,ECOLE VALENTIN,,51,68,
LYON ST EXUPERY,FUTUROSCOPE,25,96,135,
LYON ST EXUPERY,HYERES,20,63,92,
LYON ST EXUPERY,LE CREUSOT MONTCEAU MONTCHANIN,,33,47,
LYON ST EXUPERY,LES ARCS DRAGUIGNAN,20,80,109,
LYON ST EXUPERY,LILLE EUROPE,25,116,154,
LYON ST EXUPERY,LONS LE SAUNIER,,26.5,44,
LYON ST EXUPERY,MACON LOCHE TGV,,19,27,
LYON ST EXUPERY,MANTES LA J. TGV,,97,133,
LYON ST EXUPERY,MANTES LA JOLIE,25,97,133,
LYON ST EXUPERY,MARNE LA VALLEE CHESSY,25,97,133,
LYON ST EXUPERY,MARSEILLE ST CHARLES,20,67,89,
LYON ST EXUPERY,MASSY PALAISEAU,,97,133,
LYON ST EXUPERY,MELUN,25,81,110,
LYON ST EXUPERY,MIRAMAS,,58,79,
LYON ST EXUPERY,MONTBELIARD,15,46,68,
LYON ST EXUPERY,MONTELIMAR,,35,47,
LYON ST EXUPERY,MONTPELLIER,20,65,86,
LYON ST EXUPERY,MOUTIERS SALINS BRIDES,,33,48,
LYON ST EXUPERY,NANTES,25,108,143,
LYON ST EXUPERY,NARBONNE,20,74,101,
LYON ST EXUPERY,NEUFCHATEAU,20,54,87,
LYON ST EXUPERY,NICE VILLE,25,86,121,
LYON ST EXUPERY,ORANGE,,41,58,
LYON ST EXUPERY,PARIS GARE DE LYON,25,97,133,
LYON ST EXUPERY,PERPIGNAN,20,77,106,
LYON ST EXUPERY,POITIERS,25,96,135,
LYON ST EXUPERY,RENNES,25,108,143,
LYON ST EXUPERY,ROUEN RIVE DROITE,25,97,133,
LYON ST EXUPERY,SENS,20,78,107,
LYON ST EXUPERY,SETE,20,70,93,
LYON ST EXUPERY,ST NAZAIRE,25,109,145,
LYON ST EXUPERY,ST PIERRE DES CORPS,25,95,132,
LYON ST EXUPERY,ST RAPHAEL VALESCURE,25,86,121,
LYON ST EXUPERY,TGV HAUTE PICARDIE,25,106,146,
LYON ST EXUPERY,TOUL,20,63,100,
LYON ST EXUPERY,TOULON,20,72,101,
LYON ST EXUPERY,TOULOUSE MATABIAU,25,86,122,
LYON ST EXUPERY,VALENCE,,30,38,
LYON ST EXUPERY,VALENCE TGV,,30,38,
MACON LOCHE TGV,AEROPORT CDG 2 TGV ROISSY,20,83,120,
MACON LOCHE TGV,AIME LA PLAGNE,,42,65,
MACON LOCHE TGV,AIX LES BAINS LE REVARD,,27.5,41,
MACON LOCHE TGV,ALBERTVILLE,,37,52,
MACON LOCHE TGV,ANNECY,,34,48,
MACON LOCHE TGV,ANNEMASSE,,35,50,
MACON LOCHE TGV,ANTIBES,25,95,134,
MACON LOCHE TGV,BELLEGARDE,,30,43,
MACON LOCHE TGV,BOURG EN BRESSE,,10.2,14.7,
MACON LOCHE TGV,BOURG ST MAURICE,15,50,74,
MACON LOCHE TGV,CHALON SUR SAONE,,15.5,23,
MACON LOCHE TGV,EVIAN LES BAINS,,40,57,
MACON LOCHE TGV,LE CREUSOT MONTCEAU MONTCHANIN,,23,34,
MACON LOCHE TGV,LES ARCS DRAGUIGNAN,25,81,109,
MACON LOCHE TGV,MARNE LA VALLEE CHESSY,20,83,120,
MACON LOCHE TGV,MARSEILLE ST CHARLES,20,75,100,
MÂCON LOCHÉ TGV,MASSY PALAISEAU,20,83,120,
MACON LOCHE TGV,MONTAUBAN VILLE BOURBON,25,97,143,
MACON LOCHE TGV,MONTELIMAR,15,48,63,
MACON LOCHE TGV,MONTPELLIER,20,69,104,
MACON LOCHE TGV,MOUTIERS SALINS BRIDES,,40,61,
MACON LOCHE TGV,NEUFCHATEAU,15,45,67,
MACON LOCHE TGV,NICE VILLE,25,95,134,
MACON LOCHE TGV,ORANGE,15,51,67,
MACON LOCHE TGV,PARIS GARE DE LYON,20,83,120,
MACON LOCHE TGV,PARIS NORD,20,83,120,
MACON LOCHE TGV,SALLANCHES COMBLOUX MEGEVE,15,42,62,
MACON LOCHE TGV,ST GERVAIS LES BAINS LE FAYET,15,43,62,
MACON LOCHE TGV,ST MICHEL VALLOIRE,,40,61,
MACON LOCHE TGV,ST RAPHAEL VALESCURE,25,95,134,
MACON LOCHE TGV,THONON LES BAINS,,39,55,
MACON LOCHE TGV,TOULON,20,81,109,
MACON LOCHE TGV,VALENCE,15,41,51,
MACON LOCHE TGV,VALENCE TGV,15,41,51,
MACON LOCHE TGV,VERSAILLES CHANTIERS,20,83,120,
MACON VILLE,AGDE,20,81,107,
MACON VILLE,AIME LA PLAGNE,,42,65,
MACON VILLE,ALBERTVILLE,,37,52,
MACON VILLE,ANTIBES,25,107,140,
MACON VILLE,BEAUNE,,20.5,30,
MACON VILLE,BELFORT,MONTBELIARD TGV,15,55,72,
MACON VILLE,BESANCON FRANCHE,COMTE TGV,15,41,53,
MACON VILLE,BOURG ST MAURICE,15,50,74,
MACON VILLE,CANNES,25,107,140,
MACON VILLE,CHALON SUR SAONE,,12.9,19.5,
MACON VILLE,ECOLE VALENTIN,,41,53,
MACON VILLE,LANDRY,15,46,67,
MACON VILLE,LES ARCS DRAGUIGNAN,25,81,109,
MACON VILLE,LYON PART DIEU,,16.5,23.5,
MACON VILLE,LYON PERRACHE,,16.5,23.5,
MACON VILLE,LYON ST EXUPERY,,16.5,23.5,
MACON VILLE,MARSEILLE ST CHARLES,20,81,104,
MACON VILLE,MONTAUBAN VILLE BOURBON,25,97,143,
MACON VILLE,MONTBELIARD,,43,63,
MACON VILLE,MONTPELLIER,20,81,107,
MACON VILLE,MOUTIERS SALINS BRIDES,,40,61,
MACON VILLE,NARBONNE,25,84,124,
MACON VILLE,NEUFCHATEAU,15,45,67,
MACON VILLE,NICE VILLE,25,107,140,
MACON VILLE,PARIS GARE DE LYON,20,83,120,
MACON VILLE,PERPIGNAN,25,84,124,
MACON VILLE,SETE,20,81,107,
MACON VILLE,ST RAPHAEL VALESCURE,25,107,140,
MACON VILLE,TOUL,20,54,87,
MACON VILLE,TOULON,25,81,109,
MACON VILLE,TOULOUSE MATABIAU,25,97,143,
MACON VILLE,VALENCE,15,41,51,
MACON VILLE,VALENCE TGV,15,44,54,
MANTES LA J. TGV,AEROPORT CDG 2 TGV ROISSY,,35,47,
MANTES LA J. TGV,CONFLANS FDO TGV,,35,47,
MANTES LA J. TGV,LISIEUX,,37,45,
MANTES LA J. TGV,LYON PART DIEU,,97,133,
MANTES LA J. TGV,LYON PERRACHE,,97,133,
MANTES LA J. TGV,MARNE LA VALLEE CHESSY,,35,47,
MANTES LA J. TGV,MARSEILLE ST CHARLES,,116,162,
MANTES LA J. TGV,MASSY PALAISEAU,,35,47,
MANTES LA J. TGV,ROUEN RIVE DROITE,,18.5,26.5,
MANTES LA J. TGV,VALENCE,,103,143,
MANTES LA J. TGV,VALENCE TGV,,107,147,
MANTES LA J. TGV,YVETOT,,24.5,37,
MANTES LA JOLIE,LISIEUX,,37,45,
MANTES LA JOLIE,ROUEN RIVE DROITE,,18.5,26.5,
MANTES LA JOLIE,VALENCE,25,103,143,
MANTES LA JOLIE,VALENCE TGV,25,107,147,
MANTES LA JOLIE,YVETOT,,24.5,37,
MARMANDE,MONTAUBAN VILLE BOURBON,,24.5,38,
MARMANDE,ST PIERRE DES CORPS,,69,101,
MARMANDE,TOULOUSE MATABIAU,,32,48,
MARNE LA VALLEE CHESSY , AEROPORT CDG2 TGV ROISSY,,35,47,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , AURAY,20,100,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , FUTUROSCOPE,20,79,113,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , LANDERNEAU,20,100,142,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , LIBOURNE,20,99,133,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , MORLAIX,20,99,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , NANTES,20,88,127,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , POITIERS,20,79,113,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , QUIMPER,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , REDON,20,94,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , RENNES,20,93,131,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , ROSPORDEN,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , ST MALO,20,95,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , ST NAZAIRE,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY , VANNES,20,97,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARNE LA VALLEE CHESSY,AEROPORT CDG 2 TGV ROISSY,,35,47,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,AGDE,25,116,162,
MARNE LA VALLEE CHESSY,AIME LA PLAGNE,25,118,161,
MARNE LA VALLEE CHESSY,AIX LES BAINS LE REVARD,25,103,136,
MARNE LA VALLEE CHESSY,ALBERTVILLE,25,115,154,
MARNE LA VALLEE CHESSY,ANNECY,25,104,140,
MARNE LA VALLEE CHESSY,ANNEMASSE,25,108,152,
MARNE LA VALLEE CHESSY,ANTIBES,25,132,185,
MARNE LA VALLEE CHESSY,ARRAS,15,50,61,
MARNE LA VALLEE CHESSY,AURAY,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,BAYONNE,25,112,147,
MARNE LA VALLEE CHESSY,BELFORT,MONTBELIARD TGV,20,97,126,
MARNE LA VALLEE CHESSY,BELLEGARDE,25,91,129,
MARNE LA VALLEE CHESSY,BESANCON FRANCHE,COMTE TGV,20,83,111,
MARNE LA VALLEE CHESSY,BOURG ST MAURICE,25,118,161,
MARNE LA VALLEE CHESSY,DOUAI,15,52,66,
MARNE LA VALLEE CHESSY,ECOLE VALENTIN,,83,111,
MARNE LA VALLEE CHESSY,EVIAN LES BAINS,25,108,152,
MARNE LA VALLEE CHESSY,FUTUROSCOPE,20,75,107,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,LANDERNEAU,20,92,131,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,LE CREUSOT MONTCEAU MONTCHANIN,20,82,114,
MARNE LA VALLEE CHESSY,LES ARCS DRAGUIGNAN,25,132,185,
MARNE LA VALLEE CHESSY,LIBOURNE,20,96,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,LISIEUX,15,51,63,
MARNE LA VALLEE CHESSY,MANTES LA JOLIE,,35,47,
MARNE LA VALLEE CHESSY,MARMANDE,25,108,140,
MARNE LA VALLEE CHESSY,MARSEILLE ST CHARLES,25,116,162,
MARNE LA VALLEE CHESSY,MASSY PALAISEAU,,35,47,
MARNE LA VALLEE CHESSY,MONTAUBAN VILLE BOURBON,25,109,142,
MARNE LA VALLEE CHESSY,MONTPELLIER,25,114,160,
MARNE LA VALLEE CHESSY,MORLAIX,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,MOUTIERS SALINS BRIDES,25,118,159,
MARNE LA VALLEE CHESSY,NANTES,20,85,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,NARBONNE,25,116,162,
MARNE LA VALLEE CHESSY,NICE VILLE,25,132,185,
MARNE LA VALLEE CHESSY,NIORT,20,84,118,
MARNE LA VALLEE CHESSY,PERPIGNAN,25,124,175,
MARNE LA VALLEE CHESSY,POITIERS,20,75,107,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,QUIMPER,20,95,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,REDON,20,84,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,RENNES,20,80,113,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,ROSPORDEN,20,95,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,SALLANCHES COMBLOUX MEGEVE,25,119,163,
MARNE LA VALLEE CHESSY,SAVENAY,20,85,122,
MARNE LA VALLEE CHESSY,SAVERNE,,85,124,
MARNE LA VALLEE CHESSY,SETE,25,116,162,
MARNE LA VALLEE CHESSY,ST BRIEUC,20,84,122,
MARNE LA VALLEE CHESSY,ST GERVAIS LES BAINS LE FAYET,25,119,163,
MARNE LA VALLEE CHESSY,ST JEAN DE LUZ CIBOURE,25,112,147,
MARNE LA VALLEE CHESSY,ST MALO,20,85,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,ST MICHEL VALLOIRE,25,113,154,
MARNE LA VALLEE CHESSY,ST NAZAIRE,25,86,125,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,ST PIERRE DES CORPS,15,65,89,
MARNE LA VALLEE CHESSY,ST RAPHAEL VALESCURE,25,132,185,
MARNE LA VALLEE CHESSY,TGV HAUTE PICARDIE,15,45,50,
MARNE LA VALLEE CHESSY,THONON LES BAINS,25,108,152,
MARNE LA VALLEE CHESSY,TOULON,25,121,166,
MARNE LA VALLEE CHESSY,TOULOUSE MATABIAU,25,116,162,
MARNE LA VALLEE CHESSY,VALENCE,25,103,143,
MARNE LA VALLEE CHESSY,VALENCE TGV,25,107,147,
MARNE LA VALLEE CHESSY,VANNES,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARNE LA VALLEE CHESSY,VIERZON VILLE,20,62,78,
MARSEILLE BLANCARDE,ANTIBES,,37,52,
MARSEILLE BLANCARDE,HYERES,,19,27,
MARSEILLE BLANCARDE,LES ARCS DRAGUIGNAN,,27,40,
MARSEILLE BLANCARDE,MONTELIMAR,,36,51,
MARSEILLE BLANCARDE,NICE VILLE,,39,55,
MARSEILLE BLANCARDE,ORANGE,,29,43,
MARSEILLE BLANCARDE,ST RAPHAEL VALESCURE,,31,45,
MARSEILLE BLANCARDE,TOULON,,14.8,22,
MARSEILLE ST CHARLES , RENNES,30,148,188,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARSEILLE ST CHARLES , ST PIERRE DES CORPS,25,125,168,Tarifs applicables aux circulations à partir du 2 juillet 2017
MARSEILLE ST CHARLES,AIX LES BAINS LE REVARD,25,89,119,
MARSEILLE ST CHARLES,ANNECY,25,91,120,
MARSEILLE ST CHARLES,ANTIBES,,36,52,
MARSEILLE ST CHARLES,ARRAS,30,144,184,
MARSEILLE ST CHARLES,BEAUNE,20,87,113,
MARSEILLE ST CHARLES,BELFORT,MONTBELIARD TGV,20,124,161,
MARSEILLE ST CHARLES,BELLEGARDE,20,77,111,
MARSEILLE ST CHARLES,BESANCON FRANCHE,COMTE TGV,20,111,144,
MARSEILLE ST CHARLES,BOURG EN BRESSE,20,82,107,
MARSEILLE ST CHARLES,CHALON SUR SAONE,20,87,113,
MARSEILLE ST CHARLES,DOUAI,30,144,184,
MARSEILLE ST CHARLES,ECOLE VALENTIN,,111,144,
MARSEILLE ST CHARLES,HYERES,,19,27,
MARSEILLE ST CHARLES,LE CREUSOT MONTCEAU MONTCHANIN,25,82,118,
MARSEILLE ST CHARLES,LES ARCS DRAGUIGNAN,,26,39,
MARSEILLE ST CHARLES,LONS LE SAUNIER,25,89,119,
MARSEILLE ST CHARLES,MANTES LA JOLIE,25,116,162,
MARSEILLE ST CHARLES,MONTBELIARD,25,106,141,
MARSEILLE ST CHARLES,MONTELIMAR,,36,51,
MARSEILLE ST CHARLES,NANTES,30,142,180,
MARSEILLE ST CHARLES,NARBONNE,,49,64,
MARSEILLE ST CHARLES,NEUFCHATEAU,25,98,140,
MARSEILLE ST CHARLES,NICE VILLE,,38,55,
MARSEILLE ST CHARLES,ORANGE,,29,43,
MARSEILLE ST CHARLES,PARIS GARE DE LYON,25,116,162,
MARSEILLE ST CHARLES,PARIS NORD,25,116,162,
MARSEILLE ST CHARLES,PERPIGNAN,15,51,66,
MARSEILLE ST CHARLES,RENNES,30,142,180,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARSEILLE ST CHARLES,ROUEN RIVE DROITE,25,129,177,
MARSEILLE ST CHARLES,SENS,25,105,148,
MARSEILLE ST CHARLES,SETE,,37,50,
MARSEILLE ST CHARLES,ST PIERRE DES CORPS,25,125,167,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MARSEILLE ST CHARLES,ST RAPHAEL VALESCURE,,30,44,
MARSEILLE ST CHARLES,TGV HAUTE PICARDIE,30,136,174,
MARSEILLE ST CHARLES,TOUL,25,117,151,
MARSEILLE ST CHARLES,TOULON,,16,23.5,
MARSEILLE ST CHARLES,TOULOUSE MATABIAU,20,69,100,
MARSEILLE ST CHARLES,VALENCE,,48,70,
MARSEILLE ST CHARLES,VALENCE TGV,15,48,69,
MASSY PALAISEAU,AIME LA PLAGNE,25,118,161,
MASSY PALAISEAU,ALBERTVILLE,25,115,154,
MASSY PALAISEAU,BERNAY,,24,37,
MASSY PALAISEAU,BOURG ST MAURICE,25,118,161,
MASSY PALAISEAU,LISIEUX,,27,42,
MASSY PALAISEAU,MARSEILLE ST CHARLES,25,116,162,
MASSY PALAISEAU,MOUTIERS SALINS BRIDES,25,118,159,
MASSY PALAISEAU,NANTES,20,85,122,
MASSY PALAISEAU,RENNES,20,80,113,
MASSY PALAISEAU,ROUEN RIVE DROITE,,27.5,41,
MASSY PALAISEAU,ST MALO,20,85,123,
MASSY PALAISEAU,VALENCE,25,103,143,
MASSY PALAISEAU,VALENCE TGV,25,107,147,
MASSY PALAISEAU,YVETOT,,35,50,
MASSY TGV , ARCACHON,25,118,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , AURAY,20,100,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , BAYONNE,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , CHATELLERAULT,20,78,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , DOL DE BRETAGNE,20,95,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , FACTURE BIGANOS,25,118,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , FUTUROSCOPE,20,79,113,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , GUINGAMP,20,98,137,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LA BAULE ESCOUBLAC,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LA ROCHELLE VILLE,25,94,130,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LAMBALLE,20,94,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LE CROISIC,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LE POULIGUEN,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LIBOURNE,20,99,133,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LORIENT,20,100,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , LOURDES,25,128,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , MARNE LA VALLEE CHESSY,,35,47,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , MONTAUBAN VILLE BOURBON,25,120,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , MORLAIX,20,99,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , NANTES,20,88,127,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , NIORT,20,90,126,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , ORTHEZ,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , POITIERS,20,79,113,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , PORNICHET,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , QUIMPER,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , QUIMPERLE,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , REDON,20,94,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , RENNES,20,93,131,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , ROSPORDEN,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , RUFFEC CHARENTE,20,93,129,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , SABLE,15,72,102,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , SAVENAY,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , ST BRIEUC,20,94,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , ST JEAN DE LUZ CIBOURE,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , ST MAIXENT DEUX SEVRES,20,90,126,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , ST MALO,20,95,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , ST NAZAIRE,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , SURGERES,25,94,130,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , TARBES,25,128,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , TOULOUSE MATABIAU,25,121,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV , VANNES,20,97,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
MASSY TGV,AEROPORT CDG 2 TGV ROISSY,,35,47,
MASSY TGV,AIME LA PLAGNE,25,118,161,
MASSY TGV,AIX LES BAINS LE REVARD,25,103,136,
MASSY TGV,ALBERTVILLE,25,115,154,
MASSY TGV,ANCENIS,20,77,111,
MASSY TGV,ANNECY,25,104,140,
MASSY TGV,ANNEMASSE,25,108,152,
MASSY TGV,ARCACHON,25,102,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,ARRAS,15,50,61,
MASSY TGV,AURAY,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,BAYONNE,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,BOURG ST MAURICE,25,118,161,
MASSY TGV,CHAMPAGNE ARDENNE,15,44,61,
MASSY TGV,CHATELLERAULT,20,75,107,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,CLUSES  74,25,119,163,
MASSY TGV,DOL,20,85,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,DOUAI,,52,66,
MASSY TGV,FACTURE BIGANOS,25,102,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,FUTUROSCOPE,20,75,107,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,GRENOBLE,25,108,145,
MASSY TGV,GUINGAMP,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LA BAULE ESCOUBLAC,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LA ROCHE SUR FORON,,109,150,
Massy TGV,La Roche sur Yon,25,83,120,
MASSY TGV,LA ROCHELLE VILLE,25,89,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LAMBALLE,20,84,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LANDRY,25,118,161,
Massy TGV,la,teste,25,102,134,
MASSY TGV,LE CREUSOT MONTCEAU MONTCHANIN,20,82,114,
MASSY TGV,LE CROISIC,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LE POULIGUEN,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
Massy TGV,Les Sables d'Olonne,25,85,122,
MASSY TGV,LIBOURNE,20,96,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LILLE EUROPE,15,63,82,
MASSY TGV,LORIENT,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LORRAINE TGV,20,77,110,
MASSY TGV,LOURDES,25,118,156,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,LYON PART DIEU,25,97,133,
MASSY TGV,LYON PERRACHE,25,97,133,
MASSY TGV,LYON ST EXUPERY,25,97,133,
MASSY TGV,MARMANDE,25,108,140,
MASSY TGV,MARNE LA VALLEE CHESSY,,35,47,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
MASSY TGV,MARSEILLE ST CHARLES,25,116,162,
MASSY TGV,MEUSE,15,44,68,
MASSY TGV,MONTAUBAN VILLE BOURBON,25,109,142,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
